planes,wind_degree
19,165
3,168
10,196
12,188
23,165
17,176
11,175
11,204
15,212
9,211
10,215
10,191
17,198
20,178
15,183
12,179
19,170
11,180
4,270
10,263
11,261
20,228
19,257
11,291
10,296
17,302
13,321
16,298
12,301
18,272
18,219
15,177
11,160
17,147
17,162
3,132
8,142
8,144
20,146
18,141
15,142
8,145
16,151
16,146
10,146
11,108
1,100
0,103
0,91
0,80
0,60
0,43
4,151
8,161
14,163
23,161
17,163
20,164
11,166
15,183
11,182
14,204
12,205
20,171
21,210
12,176
13,218
19,218
19,187
5,133
6,128
8,129
8,148
8,134
15,139
12,134
17,158
10,117
9,155
16,163
18,163
16,136
13,131
10,158
17,160
23,167
3,294
9,304
11,300
22,284
14,286
12,287
8,300
19,306
11,307
16,308
13,301
20,299
18,288
17,288
8,281
19,280
17,274
0,27
0,23
0,42
0,35
0,30
0,48
0,66
0,86
0,166
0,157
11,125
16,156
15,179
18,170
11,180
19,149
21,135
0,44
0,40
0,36
0,37
0,38
0,40
0,35
1,38
0,39
1,40
0,31
0,0
0,32
0,16
0,11
0,4
0,356
3,218
7,219
7,219
21,222
18,225
13,229
7,234
13,236
14,241
9,241
12,244
18,239
19,244
17,249
14,255
17,258
18,269
2,157
6,152
4,148
14,158
14,161
16,171
9,216
8,177
7,130
4,118
0,113
0,86
0,66
0,62
0,61
0,61
4,60
3,281
8,257
11,246
17,251
19,245
16,257
7,255
14,245
6,222
10,223
9,244
15,242
18,224
15,184
12,170
15,154
14,158
3,164
6,166
11,162
16,160
16,161
16,160
15,159
17,157
12,169
11,187
15,182
15,197
22,217
15,213
12,213
19,214
17,215
4,209
4,212
6,203
13,206
5,213
10,222
12,224
14,234
8,240
10,233
15,236
17,229
18,226
19,228
7,226
19,229
22,232
5,157
7,157
14,156
18,150
17,146
14,143
11,142
16,139
11,135
13,133
9,134
21,134
14,134
12,135
0,137
1,139
0,151
3,251
6,246
7,240
11,240
13,240
10,238
8,239
9,239
11,236
12,235
4,234
12,226
12,208
13,205
8,204
10,200
5,200
2,174
4,186
8,196
19,187
19,191
14,188
7,185
15,190
9,183
10,196
8,212
21,232
17,223
15,220
11,214
16,207
13,193
4,165
4,292
5,242
16,238
12,242
9,248
11,247
7,236
8,235
13,229
6,225
14,246
15,245
10,243
9,238
9,228
8,208
3,243
6,222
12,202
22,204
17,196
14,188
7,194
13,176
10,184
11,176
8,168
17,168
18,164
17,163
12,162
16,160
17,160
0,55
0,43
0,34
1,23
0,33
0,45
0,59
0,65
0,107
0,95
0,70
0,31
0,27
0,26
0,33
1,48
0,54
3,245
8,249
12,253
16,242
17,237
12,239
10,244
7,253
11,252
11,263
17,259
17,241
13,236
8,244
10,240
20,229
10,228
4,145
8,142
9,138
22,148
14,145
13,150
8,158
17,164
9,229
15,273
9,300
20,279
16,265
15,255
9,254
20,242
18,228
4,161
8,162
13,161
25,153
21,160
10,160
11,161
15,158
9,155
11,152
17,149
21,153
10,147
11,150
9,148
16,150
20,148
4,212
7,230
12,201
23,208
14,190
7,188
12,186
15,214
13,168
12,135
12,140
18,137
17,140
19,141
11,144
18,140
16,140
3,187
7,209
12,218
20,210
13,216
13,208
6,213
15,201
7,183
12,152
9,163
18,156
20,153
19,152
10,151
18,145
15,148
5,189
9,204
13,228
22,231
20,236
17,244
7,262
17,258
7,262
12,274
13,303
14,340
0,332
19,318
10,314
17,306
17,298
4,222
3,240
7,243
13,243
8,237
13,233
7,236
13,231
11,223
11,217
11,204
20,197
15,198
16,182
6,167
20,163
19,158
7,150
4,150
10,148
12,150
6,153
13,158
10,167
15,188
11,210
13,230
14,233
23,232
10,257
17,257
8,253
26,252
18,246
3,155
10,156
11,154
22,156
18,157
8,161
12,169
16,170
13,170
10,170
13,174
18,177
17,173
19,179
11,182
21,192
14,181
3,153
7,157
10,163
23,165
12,164
12,167
7,155
16,165
8,166
12,164
8,162
15,158
15,164
16,164
10,163
17,178
15,263
5,163
5,166
8,156
17,155
9,157
18,161
6,160
12,172
8,156
9,171
9,174
14,163
18,159
10,150
6,142
11,139
9,137
5,144
6,151
10,148
23,148
12,150
15,155
11,159
17,160
9,163
13,166
16,184
18,217
18,207
16,208
11,215
17,210
20,207
2,151
6,151
13,155
18,151
18,146
12,148
7,150
17,151
13,148
10,152
13,151
16,153
21,158
16,156
11,151
18,154
16,153
4,267
2,271
8,270
11,288
10,299
7,296
7,305
10,301
11,296
10,282
10,288
11,292
8,303
6,291
4,245
11,241
2,237
4,159
4,156
6,147
15,154
16,164
9,217
7,242
11,263
11,257
6,246
13,240
7,239
15,244
5,238
2,237
8,243
1,244
2,142
3,139
9,136
11,134
16,141
7,141
4,150
10,137
7,145
0,142
1,137
4,148
1,148
2,144
1,146
4,147
5,148
3,191
7,193
6,182
20,200
14,243
10,284
10,289
16,293
10,299
13,312
12,317
18,322
16,326
10,327
14,329
21,313
19,277
5,160
5,162
8,162
17,162
9,163
18,166
6,166
12,166
8,166
9,167
9,168
14,166
18,165
10,166
6,167
11,174
9,175
7,252
6,250
6,244
15,246
9,254
20,258
10,258
11,260
8,263
9,267
13,273
11,275
24,277
9,280
9,276
6,279
17,285
5,159
1,157
9,158
10,157
7,159
10,160
5,161
7,162
9,159
3,157
5,162
5,160
7,160
2,160
2,158
1,163
9,165
5,132
5,130
8,132
17,137
9,139
18,142
6,140
12,141
8,142
9,143
9,142
14,139
18,142
10,144
6,148
11,148
9,145
5,132
5,132
8,136
17,140
9,143
18,148
6,151
12,153
8,153
9,155
9,158
14,161
18,160
10,159
6,157
11,158
9,162
5,175
8,158
12,149
21,149
19,151
11,159
10,155
16,157
8,158
9,153
13,151
20,151
26,154
14,159
9,167
18,175
11,169
7,242
5,232
10,220
7,219
11,221
11,222
15,226
13,219
11,226
9,227
16,221
30,234
14,224
20,186
11,191
14,178
24,187
3,161
10,161
8,161
20,167
14,174
10,178
8,193
12,210
15,224
7,224
14,217
16,208
13,195
16,194
12,183
18,170
16,157
5,180
5,176
8,148
17,153
9,155
18,156
6,155
12,158
8,158
9,160
9,153
14,155
18,159
10,161
6,162
11,160
12,160
4,195
10,178
17,167
23,165
19,163
15,170
8,161
18,191
14,175
10,162
13,155
16,159
12,158
14,159
9,160
16,165
13,165
3,167
6,168
10,165
19,169
12,168
7,170
9,175
11,178
12,194
11,188
10,195
17,174
30,167
17,165
11,168
17,171
12,180
4,221
2,178
9,77
15,76
12,285
10,322
5,270
26,61
19,88
0,69
0,164
0,129
0,134
0,125
0,134
0,124
0,131
5,171
3,169
12,172
15,173
15,196
14,214
10,223
16,228
10,220
13,233
14,239
15,251
24,313
13,318
11,316
17,313
27,293
4,242
6,239
12,226
19,217
18,213
10,220
5,217
13,212
10,222
12,208
7,186
14,185
16,177
11,169
13,165
18,162
11,158
2,143
7,143
11,141
21,147
15,159
7,158
7,158
13,156
11,168
9,173
10,165
17,156
20,154
13,155
12,154
19,157
15,158
4,171
7,176
5,179
24,176
17,176
11,179
4,178
12,180
9,181
5,184
12,178
15,178
15,187
19,186
12,187
14,188
16,196
5,208
4,186
7,183
14,184
13,175
11,178
6,178
11,179
9,191
9,186
8,183
10,180
15,179
7,175
9,175
4,172
8,169
5,164
4,165
5,163
11,162
3,164
13,168
9,190
12,211
13,210
7,207
11,218
17,216
18,214
12,217
6,218
19,223
19,224
2,155
4,154
9,159
23,155
16,160
11,160
13,168
16,170
12,197
8,204
12,222
19,212
18,224
15,229
18,245
17,243
11,246
4,170
6,168
12,168
17,166
16,170
18,175
5,174
14,177
13,183
11,190
12,194
11,222
10,227
13,225
12,229
25,253
23,248
6,156
7,167
14,170
19,167
18,163
15,175
7,193
15,201
9,206
9,221
8,212
14,229
20,248
16,257
9,245
19,259
11,309
2,334
7,354
11,357
15,17
13,76
13,114
19,330
13,40
17,215
18,262
15,291
14,304
19,290
11,322
11,21
11,47
22,111
4,180
7,208
9,227
23,239
20,246
8,253
9,254
12,257
8,257
6,256
9,247
14,236
20,236
16,234
9,241
20,237
14,231
6,288
4,297
10,308
9,300
8,317
4,324
0,359
0,10
0,3
0,360
0,347
0,346
0,347
0,344
0,336
1,324
0,339
4,205
6,218
5,211
12,245
15,233
13,240
9,251
7,261
7,254
6,271
7,274
7,265
18,267
10,279
8,280
5,284
9,281
4,165
7,162
15,165
24,174
18,178
10,173
8,183
19,177
9,162
11,163
14,162
20,174
20,155
12,155
10,149
22,156
13,159
3,212
8,214
9,181
15,197
20,208
16,200
8,196
15,192
12,190
8,183
12,183
19,145
14,178
17,161
11,128
15,145
20,146
0,18
0,53
0,70
0,82
0,117
0,143
0,129
0,107
0,107
0,117
0,75
0,54
0,112
0,81
0,99
0,118
0,126
2,156
6,165
10,161
22,167
16,177
13,200
8,213
12,215
12,208
12,211
15,206
13,187
22,207
19,238
7,253
18,239
13,209
3,168
6,162
7,152
14,164
16,170
13,174
7,175
9,204
10,201
6,195
10,173
13,155
13,150
7,146
8,150
10,152
6,149
4,153
2,160
10,155
7,157
8,158
8,160
11,159
15,156
8,152
9,150
15,149
16,149
16,156
15,162
6,159
18,157
21,160
5,233
9,230
10,233
19,239
23,246
10,260
9,266
15,271
14,266
12,268
15,254
19,243
14,232
19,226
11,220
19,210
15,216
4,320
8,320
9,324
23,315
16,305
9,294
9,324
12,332
12,268
14,259
11,257
20,259
18,238
17,200
12,195
18,202
15,199
6,160
5,162
4,161
13,163
16,163
10,165
7,174
11,192
10,200
10,207
10,187
14,171
14,171
9,168
8,165
6,169
8,172
5,241
9,241
8,241
21,245
21,255
10,258
9,259
16,260
12,262
10,265
17,265
21,256
16,249
16,231
12,216
21,205
17,205
4,249
6,249
11,249
24,251
25,250
6,261
17,267
15,268
18,255
12,263
11,257
17,253
17,244
12,243
7,240
23,243
21,277
0,117
0,124
0,126
0,133
0,140
0,142
5,145
18,148
12,148
9,148
13,148
21,146
14,146
16,148
9,149
21,149
19,150
5,205
5,208
4,217
13,229
13,229
12,243
5,236
12,247
8,250
8,256
9,245
14,265
16,255
6,255
9,250
5,251
7,244
3,203
5,184
5,158
12,148
4,152
10,163
10,180
11,241
12,250
11,248
12,258
20,260
13,258
15,255
7,253
17,254
18,251
6,161
4,165
8,166
7,182
3,192
10,208
8,188
15,185
7,187
8,194
12,193
11,208
11,209
9,210
1,209
5,213
7,211
0,253
4,256
7,261
12,259
9,260
12,259
9,262
10,264
12,251
12,237
7,229
17,227
17,216
14,233
13,246
13,254
17,256
4,271
8,269
7,257
23,265
18,269
12,281
5,284
15,287
3,295
8,300
11,291
15,274
16,284
16,301
10,324
17,338
18,327
3,218
7,213
9,201
23,199
16,187
14,182
8,175
14,172
13,165
8,163
12,167
16,167
14,181
23,199
13,223
16,230
21,238
3,258
7,245
9,232
26,234
15,242
10,248
10,243
15,241
14,237
12,224
13,222
22,218
13,220
19,229
9,226
18,231
17,235
3,232
7,237
11,237
22,237
15,244
8,239
6,281
15,280
9,273
10,287
14,309
17,321
18,357
12,50
12,95
19,108
13,98
3,153
5,151
6,151
16,153
12,153
11,156
10,157
7,158
10,156
8,158
12,158
13,159
18,160
10,162
8,169
8,175
7,175
6,188
4,195
7,204
12,212
6,201
11,201
11,210
13,208
5,209
13,212
15,214
13,214
18,213
13,220
9,251
14,261
22,247
6,248
5,249
11,244
23,248
22,256
16,260
8,262
13,264
8,265
9,263
9,264
15,261
16,246
16,241
16,239
11,236
23,239
4,155
7,151
7,150
22,149
20,150
8,154
11,157
15,168
11,199
11,195
13,179
17,164
20,154
14,172
10,159
19,185
24,262
3,230
6,224
14,218
22,217
23,224
16,224
10,231
12,242
11,246
5,236
21,234
24,228
17,218
11,213
7,237
19,238
17,243
1,255
8,253
9,244
22,246
15,254
15,251
11,261
13,259
13,253
15,238
17,220
21,203
11,179
19,177
9,169
18,167
22,165
4,270
9,276
11,265
24,273
14,283
12,286
9,271
15,273
15,270
7,267
15,259
17,244
15,227
18,209
9,192
18,186
18,178
4,243
11,242
8,225
24,232
21,236
13,234
6,238
12,237
10,239
10,241
9,232
17,217
19,205
18,205
10,209
17,210
14,213
4,240
6,230
8,222
23,219
13,217
12,211
11,208
18,209
12,195
13,186
11,175
21,188
18,158
11,172
10,171
15,173
26,186
3,248
10,249
8,236
22,255
16,254
16,254
6,255
13,257
10,257
11,245
12,244
15,240
24,246
16,234
10,241
14,229
17,240
4,151
10,143
17,148
24,150
20,142
12,136
18,153
15,142
9,147
9,153
13,158
20,161
17,184
8,254
17,252
20,240
14,270
5,215
6,213
5,220
14,220
12,215
11,215
11,228
12,227
8,232
11,236
9,241
12,235
13,231
11,237
9,240
7,240
11,244
2,181
7,186
10,186
22,182
18,192
13,194
7,199
15,210
13,209
8,207
11,194
18,197
19,192
18,197
12,225
15,285
21,276
4,186
4,181
4,163
16,165
12,168
10,166
10,177
11,170
11,196
8,224
8,253
13,233
18,221
8,215
9,200
8,206
9,205
4,244
9,235
11,232
24,237
14,245
12,245
8,256
12,257
9,253
10,254
12,252
21,250
19,237
21,212
10,205
20,202
8,197
4,191
6,176
12,152
24,155
18,157
12,154
10,163
13,167
10,186
13,225
16,222
19,235
19,232
14,232
16,234
17,235
17,237
6,204
4,212
6,212
13,222
5,227
10,228
12,229
16,229
10,226
11,221
13,218
16,193
19,169
12,197
10,318
21,299
18,280
3,243
6,235
12,235
22,234
14,246
13,240
13,256
16,254
15,242
11,241
14,232
19,226
18,220
16,213
7,216
19,210
23,205
2,191
9,172
6,161
23,159
18,155
14,159
7,156
18,158
3,112
0,81
0,50
0,12
4,333
14,294
12,294
19,290
22,285
6,229
4,187
5,199
15,233
6,238
12,240
15,247
10,246
12,257
14,262
11,270
15,305
18,307
14,311
7,311
21,301
13,291
3,273
4,266
7,265
11,264
11,276
11,267
11,263
12,260
12,257
9,248
7,243
9,211
16,197
11,190
6,192
10,186
8,172
4,253
8,259
9,256
18,271
13,270
14,265
16,268
13,276
17,279
10,280
16,278
17,268
23,260
13,255
14,260
19,247
18,241
2,136
6,135
7,141
21,139
13,140
0,136
0,128
0,134
0,133
0,129
0,104
0,103
0,88
0,97
0,105
0,125
1,137
4,274
5,259
7,241
21,268
12,250
8,230
12,240
8,242
10,238
7,238
11,236
20,223
12,222
12,207
8,215
18,218
11,217
4,217
8,217
16,236
19,247
13,259
14,253
9,249
14,252
8,261
12,259
9,247
18,256
14,231
11,194
7,194
21,196
9,191
4,332
6,329
13,322
19,322
16,321
11,320
13,320
13,319
16,316
10,314
10,309
18,315
19,309
15,305
9,300
21,295
15,294
6,165
2,165
10,171
10,182
4,213
11,206
13,202
15,199
8,201
14,204
13,190
16,195
17,188
12,185
8,185
22,194
17,198
3,215
6,223
11,227
17,226
12,224
10,230
6,227
9,232
9,232
8,239
8,243
15,245
19,247
16,248
12,248
14,250
10,247
4,157
2,161
9,161
8,164
4,162
9,191
11,184
8,197
4,192
6,196
3,184
15,178
11,174
7,177
8,169
12,151
19,154
0,57
0,59
0,77
0,95
0,97
0,96
0,92
0,91
0,93
0,95
0,96
0,98
0,100
0,98
0,101
0,102
0,102
3,243
3,264
6,264
19,268
8,267
10,264
9,261
12,261
10,254
7,249
10,245
14,235
14,237
16,239
9,236
19,244
17,249
0,344
0,348
0,358
0,19
0,13
0,8
0,14
0,21
0,27
0,25
0,28
0,31
0,26
0,27
0,23
0,19
0,15
1,240
5,241
7,247
13,256
12,260
9,262
10,269
13,268
13,278
10,289
11,299
19,306
12,304
11,304
10,296
19,239
15,210
3,246
6,242
6,234
13,227
7,225
7,225
5,224
8,238
10,247
6,245
6,241
12,233
11,216
13,202
9,209
13,201
7,194
0,39
0,46
0,51
0,70
0,53
0,56
0,67
0,68
0,72
0,74
0,77
0,72
0,71
0,60
0,56
0,61
0,68
1,126
1,128
0,132
0,139
0,141
0,141
0,136
0,138
0,138
0,133
0,125
0,121
0,113
0,106
0,99
0,95
0,105
4,142
3,146
5,151
13,152
11,158
13,163
10,178
12,179
5,190
10,171
7,185
12,180
11,171
7,179
9,166
9,160
6,160
5,155
7,177
11,165
19,181
12,260
9,303
8,300
6,290
2,291
6,291
9,288
0,310
2,350
4,351
9,347
16,341
8,304
1,150
3,153
0,178
7,220
10,258
6,289
7,289
7,260
9,288
4,317
5,351
5,16
0,2
0,33
0,34
0,39
0,39
0,46
0,51
0,54
0,55
0,67
0,67
0,63
0,66
0,72
0,71
0,71
0,69
0,66
0,58
0,47
0,40
0,39
0,100
0,92
0,95
0,110
0,109
0,98
0,75
0,73
0,65
0,61
0,71
0,61
0,50
0,59
0,67
0,81
0,78
0,30
0,31
0,36
0,28
0,30
0,36
0,36
0,36
0,30
0,34
0,31
0,33
0,36
0,36
0,39
0,41
0,49
3,174
6,176
2,186
6,204
10,237
8,243
7,241
10,236
7,236
7,243
8,256
10,258
7,236
8,227
5,229
9,224
4,201
0,23
0,33
0,36
0,31
0,25
0,22
0,28
0,25
0,21
0,15
0,11
0,6
0,7
0,7
0,9
0,5
0,2
0,35
0,35
0,42
0,45
0,37
0,44
0,46
0,56
0,51
0,50
0,49
0,38
0,38
0,42
0,47
0,46
0,38
0,115
0,115
0,122
0,125
0,125
0,129
0,125
0,131
0,128
0,125
0,123
0,121
0,109
0,102
0,104
0,110
0,118
0,49
0,44
0,48
0,48
0,47
0,51
0,49
0,52
0,48
0,52
0,48
0,39
0,37
0,36
0,40
1,40
0,39
0,333
0,334
0,325
5,298
0,279
1,268
1,264
1,320
1,313
0,321
2,300
2,307
0,305
0,296
0,313
0,339
0,345
0,234
0,235
1,271
2,257
0,252
0,268
0,264
0,261
1,260
1,263
3,271
1,272
1,263
0,231
2,224
1,228
0,239
0,59
0,51
0,53
0,209
0,217
1,246
1,313
0,331
1,330
0,337
